num,id1,id2,true_ans,predicted
1930,16765,16659,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
1931,49999,26193,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1932,3790,39750,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1933,29668,8410,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1934,45126,12546,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1935,12637,29510,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1936,28743,9992,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1937,28539,26198,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1938,9307,26102,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1939,3774,3603,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
1940,45396,45419,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
1941,29966,16574,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1942,34901,39650,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1943,34757,9218,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1944,27430,3715,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1945,9517,34725,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1946,28521,26329,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1947,3638,50000,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1948,45486,12650,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1949,34673,45173,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1950,45025,8484,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1951,26499,27099,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1952,12694,45084,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1953,12555,29901,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1954,8358,3853,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1955,49565,34848,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1956,28693,28675,"tensor([1.], device='cuda:0')","tensor([0.], device='cuda:0')"
1957,26281,9425,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1958,38603,16986,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1959,9830,26106,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1960,39583,12881,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1961,39875,29827,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1962,9850,26236,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1963,3539,9092,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1964,26073,8196,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1965,16809,27175,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1966,12993,26224,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1967,8498,28778,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1968,9450,8005,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1969,12902,16703,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1970,3657,29670,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1971,49793,39919,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1972,45275,16833,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1973,45017,3954,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1974,39533,34913,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1975,26287,38575,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1976,49835,8185,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1977,27478,39930,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1978,45373,8445,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1979,8396,39624,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1980,38949,9276,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1981,3569,9430,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1982,8458,28958,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1983,39685,16786,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1984,16982,39772,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1985,12632,49563,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1986,49587,34807,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1987,9270,49884,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1988,49641,9943,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1989,49839,28764,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1990,3863,38743,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1991,49784,3660,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1992,27486,9231,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1993,26358,12798,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1994,38797,27367,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1995,8063,12792,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1996,34993,27170,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1997,28505,39501,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1998,9661,45212,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
1999,34968,38537,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2000,34515,12611,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2001,38506,39710,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2002,39725,49750,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2003,38609,34967,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2004,39509,8366,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2005,27022,9864,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2006,39536,9423,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2007,3933,28691,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2008,27388,49773,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2009,39964,39845,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2010,34643,38587,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2011,9415,45390,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2012,12899,26120,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2013,39577,49633,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2014,29672,9111,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2015,3815,49958,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2016,26092,34928,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2017,26475,9245,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2018,45457,39895,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2019,9130,3976,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2020,27329,38695,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2021,8180,38774,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2022,12570,3966,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2023,3660,26449,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2024,34958,12685,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2025,38946,45027,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2026,29540,49621,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2027,26485,49918,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2028,9436,45327,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2029,12556,9738,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2030,26278,26498,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2031,39697,8076,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2032,39745,34744,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2033,39933,26153,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2034,27106,3671,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2035,49794,12739,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2036,9450,45270,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2037,9281,9504,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2038,39869,29671,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2039,45489,16757,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2040,12506,9491,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2041,9636,45326,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2042,28960,3853,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2043,9061,16738,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2044,45054,34776,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2045,28711,39562,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2046,12868,9231,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2047,26186,9948,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2048,9107,27433,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2049,29902,26437,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2050,39509,34587,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2051,16877,39792,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2052,16773,8002,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2053,27144,45180,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2054,27251,39898,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2055,34716,26274,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2056,45090,9090,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2057,29672,39515,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2058,3630,39696,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2059,28593,3942,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2060,3968,8490,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2061,34910,38815,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2062,9210,16912,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2063,26405,27438,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2064,16739,26046,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2065,3629,39831,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2066,39617,28741,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2067,16643,9090,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2068,39988,49894,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2069,9737,9337,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2070,49979,12694,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2071,29519,16722,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2072,9820,16824,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2073,49834,34989,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2074,34698,8402,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2075,34802,34644,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2076,34718,34748,"tensor([1.], device='cuda:0')","tensor([0.], device='cuda:0')"
2077,29723,29885,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2078,9979,27114,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2079,8009,9493,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2080,27410,45413,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2081,12692,49702,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2082,12509,28574,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2083,9312,45093,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2084,26125,49653,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2085,8323,9169,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2086,38556,12836,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2087,28580,16699,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2088,3705,12993,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2089,49911,29618,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2090,3859,34855,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2091,38847,39680,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2092,27204,8071,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2093,38741,27265,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2094,39619,9004,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2095,28512,27084,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2096,16937,27064,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2097,12703,9762,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2098,27234,28689,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2099,8443,16503,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2100,26255,9890,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2101,9629,8002,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2102,39763,45407,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2103,9092,38687,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2104,8346,3771,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2105,38948,49518,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2106,28997,34995,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2107,26282,27230,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2108,34659,29602,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2109,12581,38882,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2110,28594,9396,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2111,28956,49841,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2112,29580,28711,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2113,9675,38538,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2114,38763,49757,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2115,34730,8059,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2116,28594,12515,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2117,3658,39805,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2118,39600,3999,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2119,26151,45221,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2120,12941,9741,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2121,8013,8479,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2122,3556,3542,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2123,16841,27149,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2124,34887,34758,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2125,28654,29648,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2126,45057,34901,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2127,28597,45395,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2128,8134,27430,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2129,45195,29907,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2130,34979,38840,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2131,28593,45423,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2132,26190,29698,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2133,29634,49798,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2134,39639,39805,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2135,45177,28755,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2136,34812,34813,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2137,28967,12540,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2138,45111,29597,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2139,27035,38884,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2140,16705,49550,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2141,26466,38856,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2142,9714,16560,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2143,26088,3610,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2144,49585,3683,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2145,29916,12912,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2146,34665,8305,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2147,34661,12952,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2148,26349,45329,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2149,9897,9903,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2150,9864,29827,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2151,16855,29608,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2152,38522,9315,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2153,12800,29556,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2154,12831,28866,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2155,39930,28719,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2156,27332,26142,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2157,49979,26230,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2158,9617,12614,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2159,26489,49945,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2160,26437,26003,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2161,39935,49605,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2162,34592,9436,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2163,26132,12593,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2164,9651,9282,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2165,28738,26189,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2166,45447,29867,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2167,45500,12512,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2168,38819,34671,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2169,9656,28736,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2170,28886,12788,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2171,3516,8392,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2172,45005,28617,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2173,38963,27306,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2174,16893,49557,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2175,16694,28655,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2176,9840,16739,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2177,27133,27487,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2178,38513,12575,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2179,26473,34846,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2180,9225,28820,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2181,28860,39933,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2182,8087,8344,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2183,9774,38649,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2184,45354,29842,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2185,45067,16605,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2186,38722,28929,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2187,45175,49918,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2188,38839,16629,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2189,28594,39886,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2190,27383,39874,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2191,39857,8297,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2192,49946,29843,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2193,12827,9727,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2194,39614,39733,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2195,39850,9202,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2196,38966,3735,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2197,9312,8216,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2198,12686,9003,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2199,28857,9268,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2200,29811,12981,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2201,38508,28858,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2202,8283,39822,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2203,27333,45482,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2204,3990,29716,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2205,34651,29925,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2206,27075,9149,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2207,3837,9470,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2208,16983,28997,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2209,49663,9060,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2210,28894,3696,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2211,27481,3607,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2212,8311,27230,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2213,34849,28532,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2214,26084,34780,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2215,38688,29585,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2216,12885,27131,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2217,38704,34790,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2218,39962,38890,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2219,9379,26278,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2220,9852,16851,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2221,26178,9363,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2222,9414,9758,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2223,8374,29550,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2224,39844,9865,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2225,39835,26174,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2226,12926,9768,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2227,9815,3867,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2228,34590,39879,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2229,34943,27059,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2230,45043,34878,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2231,3656,9160,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2232,45486,26489,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2233,49800,45437,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2234,12562,8473,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2235,9453,29582,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2236,16932,39909,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2237,3754,26440,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2238,34644,16938,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2239,28879,34949,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2240,3879,9760,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2241,12825,3733,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2242,34926,16615,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2243,28598,34866,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2244,29890,8016,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2245,45036,3969,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2246,34785,27428,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2247,34737,8065,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2248,29753,49726,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2249,9778,9164,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2250,39736,38854,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2251,9459,39540,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2252,26396,26183,"tensor([1.], device='cuda:0')","tensor([1.], device='cuda:0')"
2253,49935,8294,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
2254,9292,39982,"tensor([0.], device='cuda:0')","tensor([0.], device='cuda:0')"
